Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z,V826_x,V826_y,V826_z,R836_x,R836_y,R836_z,A554_x,A554_y,A554_z,
-0.3570076,-9.475943,-0.3306274,-0.5061048,-10.00296,-0.08602393,0.8458393,-10.97,-0.9666651,-1.424,-10.234,-0.634,-2.444,-9.923647,1.086,
-0.3554012,-9.477106,-0.332512,-0.5055424,-10.00503,-0.1030831,0.8458393,-10.97,-0.9666651,-1.424,-10.23353,-0.634,-2.444,-9.923024,1.086,
-0.3546754,-9.477774,-0.3336385,-0.5049993,-10.00834,-0.1161466,0.8458393,-10.97,-0.9666651,-1.424,-10.23317,-0.634,-2.444,-9.922317,1.086,
-0.3532826,-9.478609,-0.3357384,-0.5054866,-10.01268,-0.124234,0.8458393,-10.97,-0.9666651,-1.424,-10.23285,-0.634,-2.444,-9.921256,1.086,
-0.3516113,-9.479265,-0.3380264,-0.5065018,-10.01687,-0.128073,0.8458393,-10.97,-0.9666651,-1.424,-10.23274,-0.634,-2.444,-9.920382,1.086,
-0.3504854,-9.479684,-0.3392674,-0.5071307,-10.02086,-0.1323866,0.8458393,-10.97,-0.9666651,-1.424,-10.23276,-0.634,-2.444,-9.919134,1.086,
-0.3485197,-9.480238,-0.3422109,-0.5061823,-10.02465,-0.1407037,0.8458393,-10.97,-0.9666651,-1.424,-10.2329,-0.634,-2.444,-9.918147,1.086,
-0.3473629,-9.480558,-0.3446206,-0.504027,-10.02712,-0.1521151,0.8458393,-10.97,-0.9666651,-1.424,-10.23315,-0.634,-2.444,-9.91713,1.086,
-0.3459388,-9.481428,-0.3469471,-0.5019094,-10.02845,-0.1636467,0.8458393,-10.97,-0.9666651,-1.424,-10.23364,-0.634,-2.444,-9.915744,1.086,
-0.3449565,-9.482015,-0.3484138,-0.5001761,-10.02978,-0.1744159,0.8458393,-10.97,-0.9666651,-1.424,-10.23413,-0.634,-2.444,-9.914697,1.086,
-0.344283,-9.482625,-0.3498451,-0.5003208,-10.03142,-0.1832168,0.8458393,-10.97,-0.9666651,-1.424,-10.23471,-0.634,-2.444,-9.913657,1.086,
-0.3426408,-9.483842,-0.3526499,-0.5015467,-10.03378,-0.1920115,0.8458393,-10.97,-0.9666651,-1.424,-10.23538,-0.634,-2.444,-9.912635,1.086,
-0.3416754,-9.484643,-0.3561093,-0.5024406,-10.03632,-0.1996847,0.8458393,-10.97,-0.9666651,-1.424,-10.23613,-0.634,-2.444,-9.911642,1.086,
-0.3413223,-9.484666,-0.3578068,-0.5032512,-10.03879,-0.2059801,0.8458393,-10.97,-0.9666651,-1.424,-10.23724,-0.634,-2.444,-9.910383,1.086,
-0.3409337,-9.485183,-0.3611965,-0.5040318,-10.04125,-0.2121162,0.8458393,-10.97,-0.9666651,-1.424,-10.23814,-0.634,-2.444,-9.9095,1.086,
-0.3409611,-9.485839,-0.3649658,-0.5044683,-10.04351,-0.218908,0.8458393,-10.97,-0.9666651,-1.424,-10.2391,-0.634,-2.444,-9.908681,1.086,
-0.3412074,-9.486921,-0.3679045,-0.5040146,-10.04505,-0.2254506,0.8458393,-10.97,-0.9666651,-1.424,-10.24043,-0.634,-2.444,-9.907703,1.086,
-0.3411225,-9.488091,-0.3691822,-0.5025753,-10.04714,-0.2305765,0.8458393,-10.97,-0.9666651,-1.424,-10.24146,-0.634,-2.444,-9.907066,1.086,
-0.342368,-9.490352,-0.3732117,-0.5004479,-10.04965,-0.2352653,0.8458393,-10.97,-0.9666651,-1.424,-10.24251,-0.634,-2.444,-9.90652,1.086,
-0.3432513,-9.491323,-0.3750974,-0.4982401,-10.05302,-0.2391697,0.8458393,-10.97,-0.9666651,-1.424,-10.24355,-0.634,-2.444,-9.906069,1.086,
-0.3451566,-9.493517,-0.3787212,-0.4928323,-10.05871,-0.243831,0.8458393,-10.97,-0.9666651,-1.424,-10.24493,-0.634,-2.444,-9.905626,1.086,
-0.3471965,-9.495337,-0.3822672,-0.4870099,-10.06405,-0.2477236,0.8458393,-10.97,-0.9666651,-1.424,-10.24594,-0.634,-2.444,-9.905417,1.086,
-0.3483988,-9.496261,-0.3839067,-0.4826554,-10.06843,-0.2524128,0.8458393,-10.97,-0.9666651,-1.424,-10.24691,-0.634,-2.444,-9.905317,1.086,
-0.3505567,-9.498307,-0.3870796,-0.4803044,-10.07085,-0.2579256,0.8458393,-10.97,-0.9666651,-1.424,-10.24813,-0.634,-2.444,-9.905354,1.086,
-0.3517483,-9.499127,-0.3885424,-0.4789675,-10.07288,-0.2623236,0.8458393,-10.97,-0.9666651,-1.424,-10.24898,-0.634,-2.444,-9.905509,1.086,
-0.3539573,-9.500369,-0.3911252,-0.4793943,-10.07452,-0.2669191,0.8458393,-10.97,-0.9666651,-1.424,-10.24976,-0.634,-2.444,-9.905771,1.086,
-0.3561479,-9.502004,-0.3935155,-0.4802569,-10.0753,-0.2708727,0.8458393,-10.97,-0.9666651,-1.424,-10.25047,-0.634,-2.444,-9.906137,1.086,
-0.3571447,-9.502877,-0.3947599,-0.4793774,-10.07513,-0.2743078,0.8458393,-10.97,-0.9666651,-1.424,-10.25127,-0.634,-2.444,-9.906782,1.086,
-0.3590604,-9.504569,-0.3970912,-0.479004,-10.07571,-0.2769352,0.8458393,-10.97,-0.9666651,-1.424,-10.25161,-0.634,-2.444,-9.907167,1.086,
-0.8486047,-9.505673,-0.7529635,-0.9681478,-10.07684,-0.6332017,0.3573836,-10.97,-1.321326,-1.424,-10.25204,-0.634,-2.444,-9.907819,1.086,
-0.8510854,-9.507892,-0.7555567,-0.9693511,-10.07802,-0.6338335,0.3573836,-10.97,-1.321326,-1.424,-10.25246,-0.634,-2.444,-9.908814,1.086,
-0.8536782,-9.510321,-0.7579213,-0.9712446,-10.07956,-0.6337954,0.3573836,-10.97,-1.321326,-1.424,-10.25264,-0.634,-2.444,-9.909644,1.086,
-0.8553371,-9.511672,-0.7594441,-0.9740865,-10.08154,-0.6337565,0.3573836,-10.97,-1.321326,-1.424,-10.25272,-0.634,-2.444,-9.910847,1.086,
-0.8580055,-9.513917,-0.7618722,-0.9762726,-10.08321,-0.6342998,0.3573836,-10.97,-1.321326,-1.424,-10.25265,-0.634,-2.444,-9.911806,1.086,
-0.8597918,-9.514979,-0.7630907,-0.9787683,-10.08443,-0.6346563,0.3573836,-10.97,-1.321326,-1.424,-10.25248,-0.634,-2.444,-9.912805,1.086,
-0.8631802,-9.516995,-0.7648388,-0.9807866,-10.08619,-0.6359991,0.3573836,-10.97,-1.321326,-1.424,-10.25219,-0.634,-2.444,-9.913831,1.086,
-0.8668499,-9.519702,-0.7661698,-0.9837472,-10.08756,-0.6371391,0.3573836,-10.97,-1.321326,-1.424,-10.2518,-0.634,-2.444,-9.914872,1.086,
-0.8688498,-9.521417,-0.7667308,-0.9851122,-10.0894,-0.6396999,0.3573836,-10.97,-1.321326,-1.424,-10.25113,-0.634,-2.444,-9.916267,1.086,
-0.8730624,-9.526343,-0.7656007,-0.987253,-10.09196,-0.6418651,0.3573836,-10.97,-1.321326,-1.424,-10.25052,-0.634,-2.444,-9.917302,1.086,
-0.875581,-9.529337,-0.7654907,-0.9920025,-10.09497,-0.6429265,0.3573836,-10.97,-1.321326,-1.424,-10.24982,-0.634,-2.444,-9.918316,1.086,
-0.8806057,-9.534188,-0.7638481,-0.999402,-10.09771,-0.6418355,0.3573836,-10.97,-1.321326,-1.424,-10.24905,-0.634,-2.444,-9.919296,1.086,
-0.8840199,-9.535512,-0.7638843,-1.009442,-10.09974,-0.6388315,0.3573836,-10.97,-1.321326,-1.424,-10.24849,-0.634,-2.444,-9.919926,1.086,
-0.887243,-9.536286,-0.7625158,-1.021498,-10.1002,-0.6354285,0.3573836,-10.97,-1.321326,-1.424,-10.24761,-0.634,-2.444,-9.920828,1.086,
-0.8960619,-9.537589,-0.760402,-1.037543,-10.09708,-0.63581,0.3573836,-10.97,-1.321326,-1.424,-10.24667,-0.634,-2.444,-9.921669,1.086,
-0.9023116,-9.538799,-0.7604749,-1.052307,-10.09637,-0.6300739,0.3573836,-10.97,-1.321326,-1.424,-10.24569,-0.634,-2.444,-9.922441,1.086,
-0.9168277,-9.543019,-0.7603999,-1.070136,-10.09428,-0.6242721,0.3573836,-10.97,-1.321326,-1.424,-10.24467,-0.634,-2.444,-9.923135,1.086,
-0.9234407,-9.54569,-0.7591307,-1.090056,-10.09081,-0.6178828,0.3573836,-10.97,-1.321326,-1.424,-10.24364,-0.634,-2.444,-9.923742,1.086,
-0.9367576,-9.551726,-0.7554827,-1.109856,-10.08703,-0.6118937,0.3573836,-10.97,-1.321326,-1.424,-10.24259,-0.634,-2.444,-9.924257,1.086,
-0.9435,-9.554385,-0.7537341,-1.129029,-10.08395,-0.606063,0.3573836,-10.97,-1.321326,-1.424,-10.24189,-0.634,-2.444,-9.924547,1.086,
-0.9507785,-9.557026,-0.7525892,-1.148011,-10.08144,-0.5991681,0.3573836,-10.97,-1.321326,-1.424,-10.24086,-0.634,-2.444,-9.924896,1.086,
-0.9661329,-9.562634,-0.7500379,-1.167407,-10.079,-0.5932617,0.3573836,-10.97,-1.321326,-1.424,-10.23984,-0.634,-2.444,-9.92514,1.086,
-0.9736769,-9.565639,-0.7485453,-1.185225,-10.0783,-0.5902932,0.3573836,-10.97,-1.321326,-1.424,-10.23885,-0.634,-2.444,-9.925277,1.086,
-0.9894924,-9.57195,-0.7476878,-1.202632,-10.07919,-0.5886384,0.3573836,-10.97,-1.321326,-1.424,-10.23791,-0.634,-2.444,-9.925304,1.086,
-0.9958105,-9.575462,-0.7459073,-1.217736,-10.08185,-0.5870343,0.3573836,-10.97,-1.321326,-1.424,-10.23702,-0.634,-2.444,-9.925222,1.086,
-1.002829,-9.578555,-0.7451078,-1.234108,-10.08686,-0.5864106,0.3573836,-10.97,-1.321326,-1.424,-10.23646,-0.634,-2.444,-9.925107,1.086,
-1.017385,-9.585186,-0.7427602,-1.251411,-10.09392,-0.58548,0.3573836,-10.97,-1.321326,-1.424,-10.23568,-0.634,-2.444,-9.924845,1.086,
-1.025422,-9.589338,-0.7415917,-1.270098,-10.10102,-0.5836302,0.3573836,-10.97,-1.321326,-1.424,-10.23498,-0.634,-2.444,-9.924479,1.086,
-1.034542,-9.601265,-0.7266726,-1.286557,-10.10689,-0.5815693,0.3573836,-10.97,-1.321326,-1.424,-10.23417,-0.634,-2.444,-9.923834,1.086,
-1.043644,-9.605474,-0.7281449,-1.303793,-10.11446,-0.5788814,0.3573836,-10.97,-1.321326,-1.424,-10.23368,-0.634,-2.444,-9.923241,1.086,
-1.057503,-9.616568,-0.7266278,-1.320574,-10.12395,-0.5777237,0.3573836,-10.97,-1.321326,-1.424,-10.23328,-0.634,-2.444,-9.922562,1.086,
-1.068799,-9.625212,-0.7247758,-1.334938,-10.13327,-0.5776265,0.3573836,-10.97,-1.321326,-1.424,-10.23299,-0.634,-2.444,-9.921802,1.086,
-1.073524,-9.62895,-0.7235829,-1.347737,-10.14437,-0.5772711,0.3573836,-10.97,-1.321326,-1.424,-10.2328,-0.634,-2.444,-9.920972,1.086,
-1.082577,-9.636067,-0.721843,-1.360605,-10.15581,-0.5756171,0.3573836,-10.97,-1.321326,-1.424,-10.23273,-0.634,-2.444,-9.920079,1.086,
-1.092823,-9.644537,-0.7198936,-1.372571,-10.16495,-0.5738413,0.3573836,-10.97,-1.321326,-1.424,-10.23279,-0.634,-2.444,-9.918809,1.086,
-1.097332,-9.648042,-0.7188609,-1.382098,-10.17207,-0.5726664,0.3573836,-10.97,-1.321326,-1.424,-10.23297,-0.634,-2.444,-9.917811,1.086,
-1.10571,-9.654197,-0.71681,-1.392524,-10.18002,-0.5723197,0.3573836,-10.97,-1.321326,-1.424,-10.23325,-0.634,-2.444,-9.916785,1.086,
-1.109807,-9.657022,-0.7153516,-1.403301,-10.18719,-0.5716138,0.3573836,-10.97,-1.321326,-1.424,-10.23364,-0.634,-2.444,-9.915744,1.086,
-1.116617,-9.662231,-0.7130167,-1.411555,-10.19301,-0.5709308,0.3573836,-10.97,-1.321326,-1.424,-10.23413,-0.634,-2.444,-9.914697,1.086,
-1.120057,-9.664761,-0.7121772,-1.419268,-10.19869,-0.570145,0.3573836,-10.97,-1.321326,-1.424,-10.23471,-0.634,-2.444,-9.913657,1.086,
-1.126888,-9.67089,-0.7106774,-1.426678,-10.20464,-0.5685173,0.3573836,-10.97,-1.321326,-1.424,-10.23538,-0.634,-2.444,-9.912635,1.086,
-1.129787,-9.673413,-0.7099075,-1.43206,-10.20829,-0.5669618,0.3573836,-10.97,-1.321326,-1.424,-10.23613,-0.634,-2.444,-9.911642,1.086,
-1.133811,-9.67704,-0.7084538,-1.437796,-10.21039,-0.5649132,0.3573836,-10.97,-1.321326,-1.424,-10.23695,-0.634,-2.444,-9.91069,1.086,
-1.135333,-9.678041,-0.7075734,-1.443556,-10.21005,-0.5638462,0.3573836,-10.97,-1.321326,-1.424,-10.23784,-0.634,-2.444,-9.909788,1.086,
-1.136934,-9.678399,-0.7061316,-1.447629,-10.20823,-0.5640684,0.3573836,-10.97,-1.321326,-1.424,-10.23878,-0.634,-2.444,-9.908947,1.086,
-1.137633,-9.678225,-0.7055368,-1.452888,-10.20542,-0.5660375,0.3573836,-10.97,-1.321326,-2.444,-9.908175,1.086,
-1.137848,-9.678965,-0.7027493,-1.457777,-10.20041,-0.567976,0.3573836,-10.97,-1.321326,-2.444,-9.907269,1.086,
-1.135665,-9.675723,-0.7007606,-1.454607,-10.18973,-0.5662954,0.3573836,-10.97,-1.321326,-2.444,-9.906069,1.086,
-1.131794,-9.668515,-0.6984136,-1.447038,-10.18112,-0.5641629,0.3573836,-10.97,-1.321326,-2.444,-9.905626,1.086,
-1.125358,-9.658972,-0.6959262,-1.433264,-10.17188,-0.5607663,0.3573836,-10.97,-1.321326,-2.444,-9.905373,1.086,
-1.118246,-9.648537,-0.6934943,-1.420391,-10.16368,-0.5550002,0.3573836,-10.97,-1.321326,-2.444,-9.905312,1.086,
-1.114505,-9.643277,-0.6922992,-1.404252,-10.15313,-0.5481563,0.3573836,-10.97,-1.321326,-2.444,-9.905394,1.086,
-1.107238,-9.631679,-0.6888875,-1.385572,-10.14017,-0.5418026,0.3573836,-10.97,-1.321326,-2.444,-9.905584,1.086,
-1.102737,-9.625319,-0.6865121,-1.362192,-10.12665,-0.5345004,0.3573836,-10.97,-1.321326,-2.444,-9.905882,1.086,
-1.093101,-9.61125,-0.6801093,-1.335282,-10.11413,-0.5259448,0.3573836,-10.97,-1.321326,-2.444,-9.906282,1.086,
-1.087285,-9.603499,-0.6761162,-1.302019,-10.10143,-0.514832,0.3573836,-10.97,-1.321326,-2.444,-9.906782,1.086,
-1.072235,-9.587719,-0.6641675,-1.26672,-10.09113,-0.5034323,0.3573836,-10.97,-1.321326,-2.444,-9.907375,1.086,
-1.065596,-9.5789,-0.660027,-1.224167,-10.08193,-0.4892205,0.3573836,-10.97,-1.321326,-2.444,-9.908054,1.086,
-1.051103,-9.562555,-0.6508458,-1.176724,-10.07436,-0.4703594,0.3573836,-10.97,-1.321326,-2.444,-9.909083,1.086,
-1.042847,-9.554023,-0.6463206,-1.128381,-10.06818,-0.4497823,0.3573836,-10.97,-1.321326,-2.444,-9.909936,1.086,
-1.023072,-9.536901,-0.6383607,-1.077238,-10.06319,-0.4250152,0.3573836,-10.97,-1.321326,-2.444,-9.910847,1.086,
-1.000642,-9.522187,-0.629868,-1.028242,-10.0598,-0.4023542,0.3573836,-10.97,-1.321326,-2.444,-9.911807,1.086,
-0.9881754,-9.515554,-0.6252612,-0.9823296,-10.05554,-0.3824942,0.3573836,-10.97,-1.321326,-2.444,-9.913144,1.086,
-0.962507,-9.502539,-0.6177717,-0.9375134,-10.0494,-0.3643608,0.3573836,-10.97,-1.321326,-2.444,-9.914177,1.086,
-0.9500532,-9.496359,-0.6144952,-0.8895929,-10.04138,-0.3472919,0.3573836,-10.97,-1.321326,-2.444,-9.914872,1.086,
-0.924902,-9.484742,-0.6085061,-0.8429754,-10.02849,-0.3347981,0.3573836,-10.97,-1.321326,-2.444,-9.915919,1.086,
-0.9120796,-9.479719,-0.605907,-0.8026454,-10.01435,-0.3263426,0.3573836,-10.97,-1.321326,-2.444,-9.917302,1.086,
-0.8864906,-9.471032,-0.603667,-0.7660546,-10.001,-0.3216178,0.3573836,-10.97,-1.321326,-2.444,-9.918316,1.086,
-0.8739381,-9.46765,-0.6034397,-0.7280672,-9.986547,-0.3202,0.3573836,-10.97,-1.321326,-2.444,-9.918974,1.086,
-0.8614388,-9.464567,-0.603436,-0.6931732,-9.974643,-0.3231741,0.3573836,-10.97,-1.321326,-2.444,-9.919926,1.086,
-0.8375747,-9.459502,-0.6047592,-0.6561711,-9.96329,-0.3287901,0.3573836,-10.97,-1.321326,-2.444,-9.920828,1.086,
-0.826416,-9.456831,-0.6060855,-0.6216331,-9.954966,-0.337992,0.3573836,-10.97,-1.321326,-2.444,-9.921669,1.086,
-0.8062196,-9.453081,-0.6091491,-0.5884328,-9.949309,-0.3503661,0.3573836,-10.97,-1.321326,-2.444,-9.922441,1.086,
-0.7968636,-9.452323,-0.6109366,-0.5558751,-9.945915,-0.365907,0.3573836,-10.97,-1.321326,-2.444,-9.923135,1.086,
-0.7805452,-9.451265,-0.614558,-0.5302808,-9.944785,-0.3799152,0.3573836,-10.97,-1.321326,-2.444,-9.923742,1.086,
-0.7734013,-9.450562,-0.6165845,-0.5067921,-9.94512,-0.3950201,0.3573836,-10.97,-1.321326,-2.444,-9.924257,1.086,
-0.7617702,-9.449886,-0.6199372,-0.4854617,-9.945295,-0.4099877,0.3573836,-10.97,-1.321326,-2.444,-9.924675,1.086,
-0.756393,-9.449482,-0.6206795,-0.4695268,-9.945434,-0.4221601,0.3573836,-10.97,-1.321326,-2.444,-9.92499,1.086,
-0.7469244,-9.448871,-0.6200252,-0.4513621,-9.945191,-0.4361933,0.3573836,-10.97,-1.321326,-2.444,-9.925199,1.086,
-0.7427828,-9.448951,-0.6193733,-0.4358399,-9.944824,-0.447537,0.3573836,-10.97,-1.321326,-2.444,-9.925299,1.086,
-0.7347987,-9.449186,-0.6159458,-0.4217925,-9.94397,-0.4562877,0.3573836,-10.97,-1.321326,-2.444,-9.925289,1.086,
-0.7304437,-9.449387,-0.6139498,-0.4083214,-9.942941,-0.4625708,0.3573836,-10.97,-1.321326,-2.444,-9.925171,1.086,
-0.7210965,-9.450156,-0.6101334,-0.3953376,-9.9415,-0.4668653,0.3573836,-10.97,-1.321326,-2.444,-9.924944,1.086,
-0.7159922,-9.450693,-0.608084,-0.3832207,-9.93844,-0.4677147,0.3573836,-10.97,-1.321326,-2.444,-9.924612,1.086,
-0.7056861,-9.452131,-0.6047184,-0.3699534,-9.934081,-0.4665273,0.3573836,-10.97,-1.321326,-2.444,-9.924178,1.086,
-0.7002234,-9.452827,-0.6028211,-0.3560472,-9.928378,-0.463122,0.3573836,-10.97,-1.321326,-2.444,-9.923647,1.086,
-0.6884925,-9.453484,-0.5987811,-0.341368,-9.920885,-0.4571682,0.3573836,-10.97,-1.321326,-2.444,-9.923024,1.086,
-0.6821723,-9.453441,-0.5963475,-0.3245015,-9.910365,-0.4488309,0.3573836,-10.97,-1.321326,-2.444,-9.922317,1.086,
-0.6680572,-9.453294,-0.5919912,-0.3040946,-9.896542,-0.4385798,0.3573836,-10.97,-1.321326,-2.444,-9.921256,1.086,
-0.6522238,-9.454223,-0.5882788,-0.2838578,-9.881752,-0.4274592,0.3573836,-10.97,-1.321326,-2.444,-9.920382,1.086,
-0.6360991,-9.455904,-0.5853419,-0.2608464,-9.863112,-0.4152827,0.3573836,-10.97,-1.321326,-2.444,-9.919455,1.086,
-0.6278126,-9.456395,-0.5836561,-0.2386405,-9.844028,-0.4031656,0.3573836,-10.97,-1.321326,-2.444,-9.918147,1.086,
-0.611887,-9.455774,-0.5799983,-0.217757,-9.82403,-0.3918776,0.3573836,-10.97,-1.321326,-2.444,-9.91713,1.086,
-0.5957191,-9.455448,-0.5756538,-0.1976128,-9.802947,-0.3808257,0.3573836,-10.97,-1.321326,-2.444,-9.915744,1.086,
-0.5888927,-9.455775,-0.573517,-0.1794758,-9.783678,-0.3709124,0.3573836,-10.97,-1.321326,-2.444,-9.914697,1.086,
-0.5750279,-9.455767,-0.5672253,-0.1621513,-9.764657,-0.3613477,0.3573836,-10.97,-1.321326,-2.444,-9.913657,1.086,
-0.5630753,-9.455031,-0.5596799,-0.1476562,-9.749587,-0.3534857,0.3573836,-10.97,-1.321326,-2.444,-9.9123,1.086,
-0.5572505,-9.454222,-0.5555382,-0.135596,-9.73777,-0.3460526,0.3573836,-10.97,-1.321326,-2.444,-9.91132,1.086,
-0.5483136,-9.454043,-0.5476513,-0.1267242,-9.729077,-0.3386032,0.3573836,-10.97,-1.321326,-2.444,-9.910383,1.086,
-0.5447645,-9.454612,-0.5438493,-0.1187973,-9.721726,-0.3296133,0.3573836,-10.97,-1.321326,-2.444,-9.90922,1.086,
-0.5393121,-9.456054,-0.5356903,-0.1115265,-9.715534,-0.3180755,0.3573836,-10.97,-1.321326,-2.444,-9.908424,1.086,
-0.5341816,-9.457928,-0.5261462,-0.1055067,-9.712635,-0.3075626,0.3573836,-10.97,-1.321326,-2.444,-9.907703,1.086,
-0.5318322,-9.458676,-0.5207696,-0.09988666,-9.710609,-0.2964784,0.3573836,-10.97,-1.321326,-2.444,-9.907066,1.086,
-0.5279336,-9.460782,-0.5087055,-0.09442902,-9.709332,-0.2835977,0.3573836,-10.97,-1.321326,-2.444,-9.906359,1.086,
-0.52597,-9.461802,-0.5018018,-0.09077644,-9.708913,-0.2691356,0.3573836,-10.97,-1.321326,-2.444,-9.905941,1.086,
-0.5210466,-9.464438,-0.4864687,-0.08717012,-9.708177,-0.2524527,0.3573836,-10.97,-1.321326,-2.444,-9.905626,1.086,
-0.5194879,-9.46588,-0.4782755,-0.08375192,-9.705637,-0.2331765,0.3573836,-10.97,-1.321326,-2.444,-9.905417,1.086,
-0.5149312,-9.468904,-0.4601928,-0.07972217,-9.701381,-0.2118647,0.3573836,-10.97,-1.321326,-2.444,-9.905317,1.086,
-0.5118318,-9.473104,-0.4414816,-0.0759747,-9.695725,-0.1903806,0.3573836,-10.97,-1.321326,-2.444,-9.905327,1.086,
-0.5095654,-9.475545,-0.4310468,-0.07028723,-9.688163,-0.1656109,0.3573836,-10.97,-1.321326,-2.444,-9.905445,1.086,
-0.5071254,-9.480095,-0.4098215,-0.06470418,-9.680088,-0.1412249,0.3573836,-10.97,-1.321326,-2.444,-9.905672,1.086,
-0.5061319,-9.481997,-0.3986223,-0.05915666,-9.67085,-0.1145227,0.3573836,-10.97,-1.321326,-2.444,-9.906137,1.086,
-0.5039396,-9.484698,-0.3747726,-0.05330086,-9.660794,-0.08620203,0.3573836,-10.97,-1.321326,-2.444,-9.906605,1.086,
-0.5007083,-9.487069,-0.351514,-0.05184436,-9.651836,-0.05938375,0.3573836,-10.97,-1.321326,-2.444,-9.907167,1.086,
-0.4988341,-9.487809,-0.3399524,-0.04610729,-9.640301,-0.0332222,0.3573836,-10.97,-1.321326,-2.444,-9.907819,1.086,
-0.4956958,-9.488598,-0.3189967,-0.03975487,-9.628378,-0.006680012,0.3573836,-10.97,-1.321326,-2.444,-9.908814,1.086,
-0.4917269,-9.487034,-0.3008729,-0.03409696,-9.616737,0.01755524,0.3573836,-10.97,-1.321326,-2.444,-9.909644,1.086,
-0.4901345,-9.485374,-0.293383,-0.02770758,-9.606407,0.03832293,0.3573836,-10.97,-1.321326,-2.444,-9.910537,1.086,
-0.4854846,-9.48186,-0.2779726,-0.02043152,-9.595214,0.05947483,0.3573836,-10.97,-1.321326,-2.444,-9.911807,1.086,
-0.4827495,-9.477498,-0.2634856,-0.01315951,-9.584656,0.07645535,0.3573836,-10.97,-1.321326,-2.444,-9.912805,1.086,
-0.4802403,-9.475147,-0.2496909,-0.005736589,-9.574298,0.09323192,0.3573836,-10.97,-1.321326,-2.444,-9.914177,1.086,
-0.4787328,-9.474202,-0.2428969,-0.0001997948,-9.566036,0.1070166,0.3573836,-10.97,-1.321326,-2.444,-9.915221,1.086,
-0.4766481,-9.472508,-0.2312351,0.004899502,-9.557883,0.1204891,0.3573836,-10.97,-1.321326,-2.444,-9.916614,1.086,
-0.4749241,-9.472074,-0.2256854,0.01055789,-9.550475,0.1334707,0.3573836,-10.97,-1.321326,-2.444,-9.917644,1.086,
-0.4704018,-9.473372,-0.2158977,0.01720381,-9.543541,0.1456649,0.3573836,-10.97,-1.321326,-2.444,-9.918647,1.086,
-0.4676876,-9.473659,-0.2111439,0.02353668,-9.537269,0.1566584,0.3573836,-10.97,-1.321326,-2.444,-9.919614,1.086,
-0.4618356,-9.474936,-0.2024018,0.03183508,-9.530666,0.1674266,0.3573836,-10.97,-1.321326,-2.444,-9.920533,1.086,
-0.4579029,-9.475348,-0.1976138,0.03973317,-9.526015,0.1767223,0.3573836,-10.97,-1.321326,-2.444,-9.921396,1.086,
-0.4495051,-9.476539,-0.1883258,0.04929566,-9.522189,0.1886904,0.3573836,-10.97,-1.321326,-2.444,-9.922192,1.086,
-0.4439154,-9.476962,-0.1836234,0.05923605,-9.519503,0.1997898,0.3573836,-10.97,-1.321326,-2.444,-9.922913,1.086,
-0.4312778,-9.478396,-0.1749676,0.07007313,-9.517775,0.2102064,0.3573836,-10.97,-1.321326,-2.444,-9.92355,1.086,
-0.4235983,-9.479072,-0.1706189,0.08163428,-9.516623,0.2215495,0.3573836,-10.97,-1.321326,-2.444,-9.924096,1.086,
-0.4072421,-9.480119,-0.1609229,0.09356427,-9.515489,0.2327071,0.3573836,-10.97,-1.321326,-2.444,-9.924547,1.086,
-0.3986506,-9.480183,-0.1555032,0.1056728,-9.513996,0.2428656,0.3573836,-10.97,-1.321326,-2.444,-9.924896,1.086,
-0.3810613,-9.479766,-0.1433008,0.1201701,-9.511875,0.2550418,0.3573836,-10.97,-1.321326,-2.444,-9.92514,1.086,
-0.3710103,-9.479506,-0.1366354,0.1362858,-9.509751,0.2687318,0.3573836,-10.97,-1.321326,-2.444,-9.925277,1.086,
-0.3505979,-9.479666,-0.1227783,0.1516237,-9.507237,0.2822576,0.3573836,-10.97,-1.321326,-2.444,-9.925304,1.086,
-0.3394322,-9.480081,-0.1156465,0.1673331,-9.504163,0.2962365,0.3573836,-10.97,-1.321326,-2.444,-9.925222,1.086,
-0.3160095,-9.482252,-0.1021522,0.1854277,-9.498992,0.3116971,0.3573836,-10.97,-1.321326,-2.444,-9.924944,1.086,
-0.2909636,-9.482846,-0.08808529,0.2010908,-9.494196,0.3239508,0.3573836,-10.97,-1.321326,-2.444,-9.924612,1.086,
-0.2789519,-9.481587,-0.08097756,0.2150586,-9.490704,0.3377771,0.3573836,-10.97,-1.321326,-2.444,-9.924178,1.086,
-0.2551167,-9.481027,-0.06733811,0.2257302,-9.488069,0.3532978,0.3573836,-10.97,-1.321326,-2.444,-9.923647,1.086,
-0.2441638,-9.481124,-0.06071508,0.238971,-9.485595,0.3674319,0.3573836,-10.97,-1.321326,-2.444,-9.923024,1.086,
-0.2241285,-9.481179,-0.04862773,0.2552829,-9.48285,0.3816098,0.3573836,-10.97,-1.321326,-2.444,-9.922317,1.086,
-0.2062469,-9.482453,-0.0375669,0.2672353,-9.480854,0.393939,0.3573836,-10.97,-1.321326,-2.444,-9.921256,1.086,
-0.1985152,-9.48236,-0.03224039,0.2779527,-9.4786,0.4066417,0.3573836,-10.97,-1.321326,-2.444,-9.920382,1.086,
-0.1842024,-9.481899,-0.02241671,0.2884927,-9.476536,0.418545,0.3573836,-10.97,-1.321326,-2.444,-9.919134,1.086,
