Position_HeadSet_x,Position_HeadSet_y,Position_HeadSet_z,Position_Right_x,Position_Right_y,Position_Right_z,Position_Left_x,Position_Left_y,Position_Left_z
-3.996731,-10.18544,-0.4344401,-4.194031,-10.26142,-0.4731766,-4.134953,-10.25275,-0.311644
-3.996689,-10.18537,-0.4344609,-4.194066,-10.2614,-0.4730424,-4.135036,-10.25263,-0.3115526
-3.996783,-10.18532,-0.4342699,-4.194119,-10.26135,-0.4728323,-4.135041,-10.25263,-0.3115197
-3.99685,-10.18527,-0.4341207,-4.1942,-10.2612,-0.4727935,-4.135077,-10.25251,-0.3114592
-3.996856,-10.18525,-0.4340365,-4.194168,-10.26111,-0.4726993,-4.135075,-10.25246,-0.3114654
-3.996721,-10.18521,-0.4338851,-4.194176,-10.26114,-0.4725858,-4.134974,-10.25249,-0.3115507
-3.996738,-10.18519,-0.4338663,-4.194187,-10.26116,-0.4725591,-4.135006,-10.25248,-0.3115026
-3.996803,-10.18516,-0.4341764,-4.194188,-10.26136,-0.4726568,-4.134988,-10.25259,-0.3116037
-3.996857,-10.18516,-0.4343617,-4.194155,-10.26141,-0.4727298,-4.135015,-10.25269,-0.3116361
-3.996732,-10.1852,-0.4343128,-4.194108,-10.26147,-0.4726473,-4.134934,-10.25265,-0.3115643
-3.99663,-10.18518,-0.4343007,-4.194105,-10.2615,-0.4724351,-4.135204,-10.25256,-0.311596
-3.99672,-10.18518,-0.4342437,-4.194297,-10.2614,-0.4726192,-4.13501,-10.2524,-0.3114432
-3.996933,-10.18525,-0.4343264,-4.194323,-10.26127,-0.4727684,-4.135362,-10.25258,-0.3116103
-3.99684,-10.18525,-0.4343312,-4.194519,-10.26108,-0.472859,-4.135242,-10.25272,-0.3113877
-3.996791,-10.18527,-0.4343309,-4.19466,-10.26137,-0.4734286,-4.135232,-10.25245,-0.3116661
-3.996869,-10.18526,-0.4343209,-4.194441,-10.26138,-0.4732758,-4.135089,-10.25246,-0.3116702
-3.996963,-10.18527,-0.4342382,-4.194311,-10.26116,-0.4732181,-4.135077,-10.25244,-0.311674
-3.996904,-10.1853,-0.4341881,-4.194184,-10.26119,-0.4734541,-4.135021,-10.25253,-0.3118192
-3.996491,-10.1853,-0.4342763,-4.19407,-10.2613,-0.4733261,-4.134856,-10.25251,-0.3119124
-3.99663,-10.18534,-0.4343197,-4.194046,-10.26128,-0.4734503,-4.134945,-10.25269,-0.3115779
-3.996983,-10.18546,-0.4344518,-4.19415,-10.26132,-0.4736,-4.134938,-10.25269,-0.3120071
-3.996905,-10.18544,-0.4342444,-4.194209,-10.26095,-0.4734575,-4.134938,-10.25255,-0.3118445
-3.996663,-10.18536,-0.4339678,-4.19429,-10.26087,-0.4730777,-4.134953,-10.25245,-0.311762
-3.996862,-10.18533,-0.434175,-4.194348,-10.2608,-0.4730901,-4.135003,-10.25248,-0.3118993
-3.996842,-10.18526,-0.4342892,-4.19438,-10.26078,-0.4733611,-4.134952,-10.25269,-0.3116182
-3.996881,-10.18522,-0.4343305,-4.194202,-10.26068,-0.4733053,-4.134903,-10.2525,-0.311865
-3.997119,-10.18527,-0.4342651,-4.194278,-10.26077,-0.4735755,-4.134986,-10.25241,-0.3119618
-3.996856,-10.18521,-0.4342475,-4.1942,-10.26096,-0.4735476,-4.134934,-10.25249,-0.3119661
-3.996686,-10.18521,-0.4343121,-4.194209,-10.26088,-0.4736243,-4.135046,-10.25259,-0.3116709
-3.996901,-10.18525,-0.434469,-4.194242,-10.26093,-0.4736778,-4.135088,-10.25251,-0.3119649
-3.997153,-10.18523,-0.4346836,-4.194085,-10.26111,-0.4737142,-4.134958,-10.25261,-0.3121229
-3.996894,-10.18513,-0.434587,-4.19406,-10.26119,-0.4734365,-4.134926,-10.25253,-0.3119756
-3.996884,-10.18517,-0.4345543,-4.193996,-10.26114,-0.4735454,-4.134918,-10.25269,-0.3116843
-3.9969,-10.18514,-0.4345534,-4.193909,-10.26104,-0.4735428,-4.134864,-10.25246,-0.3119389
-3.998066,-10.18521,-0.4346244,-4.193967,-10.26103,-0.4734999,-4.134872,-10.25245,-0.3118354
-3.998557,-10.18525,-0.4349666,-4.194274,-10.26109,-0.4736587,-4.13511,-10.25247,-0.3119079
-3.998354,-10.18522,-0.4350784,-4.194281,-10.26089,-0.4738547,-4.135161,-10.25246,-0.3120292
-3.998115,-10.18522,-0.4351549,-4.194485,-10.26094,-0.4741942,-4.13518,-10.25241,-0.3120645
-3.998229,-10.18518,-0.435226,-4.194244,-10.26108,-0.4741799,-4.135018,-10.25259,-0.3120714
-3.998365,-10.18516,-0.4351389,-4.194183,-10.26107,-0.4737271,-4.134979,-10.25249,-0.3119477
-3.998315,-10.18503,-0.4350917,-4.194185,-10.26093,-0.4736704,-4.135077,-10.2524,-0.3117925
-3.997976,-10.18507,-0.4351673,-4.194157,-10.26086,-0.473765,-4.134973,-10.25258,-0.3117801
-3.997763,-10.18509,-0.4349668,-4.19402,-10.26092,-0.4738322,-4.135065,-10.25269,-0.3114649
-3.997816,-10.185,-0.4349761,-4.194085,-10.26079,-0.473612,-4.135037,-10.25251,-0.3115727
-3.997651,-10.18501,-0.4349887,-4.194232,-10.26076,-0.4740702,-4.135012,-10.25256,-0.3116332
-3.997293,-10.18496,-0.4348397,-4.194239,-10.2606,-0.4741017,-4.135019,-10.25256,-0.3115731
-3.996897,-10.1849,-0.4347298,-4.194243,-10.26049,-0.4742891,-4.135118,-10.25264,-0.3116266
-3.996992,-10.18501,-0.4346707,-4.194317,-10.26048,-0.4742249,-4.13511,-10.25265,-0.3116366
-3.997293,-10.18497,-0.4346383,-4.194178,-10.26044,-0.4740874,-4.135198,-10.2527,-0.3115476
-3.997352,-10.18493,-0.4347601,-4.194242,-10.26034,-0.4743077,-4.135162,-10.25274,-0.3116051
-3.997101,-10.18493,-0.4347641,-4.194089,-10.2606,-0.4743291,-4.135174,-10.25285,-0.3116142
-3.997026,-10.18492,-0.4347227,-4.194038,-10.2605,-0.4745845,-4.135213,-10.25295,-0.311628
-3.997149,-10.18494,-0.4347589,-4.194059,-10.26037,-0.4744135,-4.13513,-10.25265,-0.3116051
-3.997337,-10.1849,-0.4348886,-4.194111,-10.26037,-0.4745179,-4.135107,-10.25265,-0.3115808
-3.997228,-10.18488,-0.4351001,-4.194015,-10.26064,-0.4744798,-4.134924,-10.25291,-0.3113858
-3.997188,-10.18491,-0.4349916,-4.19397,-10.26055,-0.4746612,-4.134892,-10.25278,-0.3117799
-3.99714,-10.18483,-0.4349878,-4.193965,-10.2604,-0.4744707,-4.134916,-10.25262,-0.3117114
-3.997297,-10.18491,-0.4350271,-4.194062,-10.26049,-0.4744369,-4.135027,-10.25265,-0.3120126
-3.997336,-10.18496,-0.4351585,-4.194074,-10.2606,-0.4745332,-4.135016,-10.25267,-0.3121015
-3.99716,-10.18496,-0.4351711,-4.19394,-10.26067,-0.4742604,-4.13484,-10.25267,-0.3119766
-3.997279,-10.18501,-0.4349568,-4.194097,-10.26055,-0.4740206,-4.135036,-10.25242,-0.3117853
-3.998512,-10.18501,-0.4350941,-4.194121,-10.26062,-0.4739808,-4.134974,-10.25236,-0.3118628
-3.997516,-10.18489,-0.4348269,-4.194092,-10.26055,-0.4739627,-4.134959,-10.25232,-0.3118716
-3.996988,-10.18482,-0.4347718,-4.194241,-10.26053,-0.474151,-4.134922,-10.25233,-0.3118457
-3.997068,-10.18482,-0.4348047,-4.194455,-10.26037,-0.4745303,-4.134931,-10.25234,-0.3118492
-3.997167,-10.18483,-0.4349315,-4.194259,-10.26074,-0.4743792,-4.134855,-10.25239,-0.3119246
-3.997673,-10.18489,-0.4350626,-4.194321,-10.26068,-0.4746679,-4.134862,-10.25255,-0.3116113
-3.997319,-10.1849,-0.4349334,-4.194152,-10.26067,-0.4743601,-4.134809,-10.25254,-0.311937
-3.99733,-10.18493,-0.4350786,-4.194203,-10.26074,-0.474414,-4.135034,-10.25264,-0.3121094
-3.997318,-10.18497,-0.4351189,-4.194157,-10.26084,-0.4742376,-4.13498,-10.25259,-0.3121027
-3.997314,-10.185,-0.4352009,-4.194161,-10.2608,-0.4743186,-4.134871,-10.25244,-0.3118881
-3.99726,-10.18503,-0.4349649,-4.193996,-10.26084,-0.473879,-4.134859,-10.25242,-0.3118397
-3.997265,-10.18499,-0.4350204,-4.193966,-10.26079,-0.4739007,-4.134939,-10.25248,-0.3115426
-3.998406,-10.18509,-0.4352834,-4.194131,-10.2608,-0.473848,-4.13498,-10.25236,-0.3118798
-3.998502,-10.18513,-0.4351432,-4.194386,-10.26088,-0.4739367,-4.135159,-10.25232,-0.3119766
-3.997598,-10.18511,-0.4348264,-4.19442,-10.26085,-0.4738861,-4.135078,-10.25224,-0.3119601
-3.99713,-10.18502,-0.4346902,-4.194482,-10.26081,-0.4739934,-4.134964,-10.25225,-0.3119458
-3.996705,-10.18494,-0.4345856,-4.19428,-10.26091,-0.4738609,-4.134945,-10.25222,-0.3119794
-3.99684,-10.18499,-0.4345531,-4.194221,-10.26101,-0.473478,-4.134919,-10.25226,-0.3120135
-3.997839,-10.18515,-0.4350002,-4.1943,-10.2611,-0.4737231,-4.135115,-10.2524,-0.3122317
-3.998489,-10.1853,-0.4352465,-4.194295,-10.26109,-0.4737831,-4.13496,-10.25247,-0.3122782
-3.99758,-10.18523,-0.4350421,-4.19407,-10.26118,-0.4735767,-4.134953,-10.25246,-0.3123094
-3.99644,-10.18517,-0.4347637,-4.19409,-10.26116,-0.4735652,-4.134974,-10.2524,-0.3123704
-3.99662,-10.18526,-0.4346411,-4.194181,-10.26104,-0.4735943,-4.135056,-10.25224,-0.3123726
-3.997782,-10.18538,-0.4349096,-4.194263,-10.26108,-0.4736363,-4.134961,-10.25224,-0.3123175
-3.997692,-10.18532,-0.4347768,-4.194154,-10.26115,-0.4735249,-4.134968,-10.25218,-0.312369
-3.99712,-10.18517,-0.4346416,-4.194122,-10.26084,-0.4735032,-4.13484,-10.25217,-0.3124419
-3.99679,-10.18515,-0.4345405,-4.194165,-10.26059,-0.4736372,-4.134834,-10.25214,-0.3122002
-3.997603,-10.18529,-0.434669,-4.194331,-10.2608,-0.4741837,-4.134664,-10.25244,-0.3118888
-3.997612,-10.1853,-0.4347146,-4.194215,-10.26087,-0.4742659,-4.134545,-10.25247,-0.3122953
-3.997655,-10.18535,-0.4345193,-4.194196,-10.2608,-0.4740909,-4.133919,-10.25379,-0.3124715
-3.997717,-10.18526,-0.4344337,-4.194244,-10.26057,-0.474048,-4.133905,-10.25447,-0.3120137
-3.997924,-10.18522,-0.4343464,-4.194179,-10.26041,-0.4740795,-4.134198,-10.25548,-0.3106536
-3.998751,-10.18528,-0.4344778,-4.194132,-10.26036,-0.474136,-4.134526,-10.2548,-0.3099777
-3.999942,-10.18539,-0.4346857,-4.194261,-10.26026,-0.4743448,-4.134853,-10.25443,-0.3093096
-4.001262,-10.18548,-0.4352763,-4.194318,-10.26041,-0.4749256,-4.13505,-10.25468,-0.3087918
